TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
ＪＡ北海道厚生連札幌厚生病院,1093,60,60,216,,,,,,,,,,,,,,,,,,,,,,,,,,
特定医療法人 平成会 平成会病院,60,45,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
特定医療法人 平成会 平成会病院,66,55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人藻友会 札幌いしやま病院,957,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
国家公務員共済組合連合会 斗南病院,964,658,40,72,,,,,,,,,,,,,,,,,,,,,,,,,,
国家公務員共済組合連合会 斗南病院,830,336,60,188,,,,,,,,,,,,,,,,,,,,,,,,,,
国家公務員共済組合連合会 斗南病院,1128,882,60,110,,,,,,,,,,,,,,,,,,,,,,,,,,
国家公務員共済組合連合会 斗南病院,853,60,55,506,,,,,,,,,,,,,,,,,,,,,,,,,,
国家公務員共済組合連合会 斗南病院,601,40,65,888,,,,,,,,,,,,,,,,,,,,,,,,,,
国家公務員共済組合連合会 斗南病院,756,733,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団 北札幌病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団 北札幌病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
長生会病院,25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
長生会病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人延山会 北成病院,60,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人延山会 北成病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人延山会 北成病院,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人 麻生整形外科病院,821,800,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
札幌マタニティ・ウイメンズホスピタル,604,94,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団憲仁会 牧田病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人秀眸会 大塚眼科病院,1580,25,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団 太黒胃腸内科病院,379,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団 荒木病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人　松田整形外科記念病院,982,962,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団翔嶺館 札幌優翔館病院,43,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団翔嶺館 札幌優翔館病院,35,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団翔嶺館 札幌優翔館病院,41,15,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道大学病院,549,353,66,453,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道大学病院,136,25,100,629,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道大学病院,1189,197,50,206,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道大学病院,93,20,10,444,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道大学病院,423,147,15,55,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道大学病院,340,15,65,430,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道大学病院,35,20,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道大学病院,172,45,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道大学病院,516,294,60,85,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道大学病院,229,190,50,153,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道大学病院,595,345,309,65,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道大学病院,359,305,71,118,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道大学病院,886,359,50,86,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道大学病院,482,244,60,277,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道大学病院,654,202,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道大学病院,336,297,116,98,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道大学病院,735,644,25,45,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道大学病院,15,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道大学病院,394,364,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道大学病院,50,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道大学病院,50,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道大学病院,96,55,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道大学病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道医療大学病院,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団 札幌百合の会病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団 札幌百合の会病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団 札幌百合の会病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人 新川新道整形外科病院,113,85,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人徳洲会 札幌東徳洲会病院,444,50,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人徳洲会 札幌東徳洲会病院,677,76,30,60,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人徳洲会 札幌東徳洲会病院,977,588,40,65,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人徳洲会 札幌東徳洲会病院,857,704,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人徳洲会 札幌東徳洲会病院,262,82,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人徳洲会 札幌東徳洲会病院,574,56,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人徳洲会 札幌東徳洲会病院,125,25,60,130,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人徳洲会 札幌東徳洲会病院,219,174,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人徳洲会 札幌東徳洲会病院,55,50,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人徳洲会 札幌東徳洲会病院,235,129,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人徳洲会 札幌東徳洲会病院,520,364,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人　育愛会 札幌東豊病院,1180,640,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人　育愛会 札幌東豊病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北光記念病院,483,80,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
北光記念病院,60,25,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
北光記念病院,286,69,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,
北光記念病院,60,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人 耳鼻咽喉科麻生病院,1397,792,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人彰和会 北海道消化器科病院,592,539,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人彰和会 北海道消化器科病院,219,25,20,68,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人彰和会 北海道消化器科病院,429,0,35,190,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人彰和会 北海道消化器科病院,429,0,50,116,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人彰和会 北海道消化器科病院,0,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人彰和会 北海道消化器科病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
札幌心臓血管クリニック,1620,156,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
札幌心臓血管クリニック,1810,73,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
札幌心臓血管クリニック,647,15,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
札幌心臓血管クリニック,696,554,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人 札幌麻生脳神経外科病院,303,220,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人 札幌麻生脳神経外科病院,86,82,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人 札幌麻生脳神経外科病院,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人 札幌麻生脳神経外科病院,72,65,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人 札幌麻生脳神経外科病院,45,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
勤医協中央病院,70,40,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
勤医協中央病院,325,65,5,55,,,,,,,,,,,,,,,,,,,,,,,,,,
勤医協中央病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
勤医協中央病院,650,568,5,60,,,,,,,,,,,,,,,,,,,,,,,,,,
勤医協中央病院,1036,655,50,175,,,,,,,,,,,,,,,,,,,,,,,,,,
勤医協中央病院,528,60,35,322,,,,,,,,,,,,,,,,,,,,,,,,,,
勤医協中央病院,203,60,35,45,,,,,,,,,,,,,,,,,,,,,,,,,,
勤医協中央病院,60,0,35,549,,,,,,,,,,,,,,,,,,,,,,,,,,
勤医協中央病院,209,156,60,418,,,,,,,,,,,,,,,,,,,,,,,,,,
勤医協中央病院,0,0,65,25,,,,,,,,,,,,,,,,,,,,,,,,,,
勤医協中央病院,55,5,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,
勤医協中央病院,55,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
勤医協中央病院,157,97,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人セレス さっぽろ神経内科病院,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人セレス さっぽろ神経内科病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人社団愛心館 愛心メモリアル病院,394,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人社団愛心館 愛心メモリアル病院,115,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人禎心会 札幌禎心会病院,339,222,55,50,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人禎心会 札幌禎心会病院,404,131,55,65,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人禎心会 札幌禎心会病院,611,558,116,60,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人禎心会 札幌禎心会病院,64,40,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人禎心会 札幌禎心会病院,149,45,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人禎心会 札幌禎心会病院,221,166,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団豊生会 東苗穂病院,284,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団豊生会 東苗穂病院,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団豊生会 東苗穂病院,35,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道泌尿器科記念病院,713,630,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団 我汝会 さっぽろ病院,1307,1299,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団 我汝会 さっぽろ病院,204,202,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
札幌東和病院,30,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
札幌東和病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
札幌東和病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
札幌東和病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
札幌東和病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
札幌東和病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人社団三草会 クラーク病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人社団三草会 クラーク病院,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人社団三草会 クラーク病院,205,181,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人社団三草会 クラーク病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人社団三草会 クラーク病院,206,183,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団札幌道都病院,758,509,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団札幌道都病院,71,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団札幌道都病院,517,15,0,113,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団札幌道都病院,198,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団英仁会 札苗病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団英仁会 札苗病院,10,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
天使病院,30,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
天使病院,55,50,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
天使病院,60,50,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
天使病院,345,229,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
天使病院,435,424,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
天使病院,525,284,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
天使病院,380,300,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
天使病院,158,5,0,245,,,,,,,,,,,,,,,,,,,,,,,,,,
天使病院,20,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団豊武会 幌東病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団豊武会 幌東病院,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団豊武会 幌東病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団豊武会 幌東病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人菊郷会 石橋胃腸病院,60,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人菊郷会 石橋胃腸病院,55,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人菊郷会 石橋胃腸病院,5,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
札幌白石記念病院,1085,253,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
札幌白石記念病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
札幌白石記念病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
札幌白石記念病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団明珠会 札幌白石産科婦人科病院,924,703,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団明日佳 白石明日佳病院,15,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団明日佳 白石明日佳病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団明日佳 白石明日佳病院,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団明日佳 白石明日佳病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団明日佳 白石明日佳病院,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構北海道がんセンター,882,809,15,93,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構北海道がんセンター,481,371,323,281,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構北海道がんセンター,589,70,126,726,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構北海道がんセンター,560,258,76,849,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構北海道がんセンター,650,500,60,560,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構北海道がんセンター,65,15,50,484,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構北海道がんセンター,66,5,208,517,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構北海道がんセンター,0,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構北海道がんセンター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構北海道がんセンター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構北海道がんセンター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人三樹会  三樹会泌尿器科病院,865,469,0,196,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人三樹会  三樹会泌尿器科病院,572,313,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人菊郷会 札幌センチュリー病院,320,90,0,113,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人菊郷会 札幌センチュリー病院,117,20,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人菊郷会 札幌センチュリー病院,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人北楡会 札幌北楡病院,0,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人北楡会 札幌北楡病院,30,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人北楡会 札幌北楡病院,464,60,10,25,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人北楡会 札幌北楡病院,40,5,25,182,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人北楡会 札幌北楡病院,55,5,55,442,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人北楡会 札幌北楡病院,134,45,60,612,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人北楡会 札幌北楡病院,60,0,45,350,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人北楡会 札幌北楡病院,383,0,40,182,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人北楡会 札幌北楡病院,354,122,25,188,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人北楡会 札幌北楡病院,186,160,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,
医療福祉センター札幌あゆみの園,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療福祉センター札幌あゆみの園,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療福祉センター札幌あゆみの園,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療福祉センター札幌あゆみの園,25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人東札幌病院,258,166,45,225,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人東札幌病院,0,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人東札幌病院,66,0,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人東札幌病院,55,0,55,207,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人東札幌病院,0,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人東札幌病院,60,0,60,75,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人東札幌病院,65,0,60,280,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人信佑会 吉田記念病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人信佑会 吉田記念病院,25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人恵佑会第２病院,594,0,0,250,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人恵佑会第２病院,592,0,0,301,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人恵佑会第２病院,334,0,0,120,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人白石中央病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人白石中央病院,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
勤医協札幌病院,55,15,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
勤医協札幌病院,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
勤医協札幌病院,238,92,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人杏医会 札幌呼吸器科病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人柏葉会 柏葉脳神経外科病院,97,52,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人柏葉会 柏葉脳神経外科病院,244,176,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人柏葉会 柏葉脳神経外科病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人地域医療機能推進機構北海道病院,273,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人地域医療機能推進機構北海道病院,73,60,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人地域医療機能推進機構北海道病院,573,406,0,134,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人地域医療機能推進機構北海道病院,210,114,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人地域医療機能推進機構北海道病院,336,88,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人地域医療機能推進機構北海道病院,718,55,35,91,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人地域医療機能推進機構北海道病院,80,0,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人地域医療機能推進機構北海道病院,353,321,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人地域医療機能推進機構北海道病院,45,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人小坂病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人小坂病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人康和会 札幌しらかば台病院,76,0,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人康和会 札幌しらかば台病院,45,0,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人康和会 札幌しらかば台病院,25,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人康和会 札幌しらかば台病院,40,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人康和会 札幌しらかば台病院,25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団北樹会病院,0,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団北樹会病院,10,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団北樹会病院,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団北樹会病院,25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団北樹会病院,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人北志会 札幌ライラック病院,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人北志会 札幌ライラック病院,35,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人北志会 札幌ライラック病院,55,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人北志会 札幌ライラック病院,30,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人 仁陽会 西岡第一病院,842,813,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人北海道整形外科記念病院,412,396,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人北海道整形外科記念病院,448,433,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人北海道整形外科記念病院,442,429,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人北海道整形外科記念病院,455,429,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人北海道整形外科記念病院,430,394,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
西岡病院,5,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
西岡病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
恵仁会佐々木内科病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
ＫＫＲ札幌医療センター,275,60,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
ＫＫＲ札幌医療センター,160,104,70,55,,,,,,,,,,,,,,,,,,,,,,,,,,
ＫＫＲ札幌医療センター,564,422,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,
ＫＫＲ札幌医療センター,60,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
ＫＫＲ札幌医療センター,526,369,80,479,,,,,,,,,,,,,,,,,,,,,,,,,,
ＫＫＲ札幌医療センター,5,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,
ＫＫＲ札幌医療センター,622,474,40,45,,,,,,,,,,,,,,,,,,,,,,,,,,
ＫＫＲ札幌医療センター,920,50,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,
ＫＫＲ札幌医療センター,83,10,35,25,,,,,,,,,,,,,,,,,,,,,,,,,,
ＫＫＲ札幌医療センター,250,189,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
ＫＫＲ札幌医療センター,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団 札幌朗愛会 札幌朗愛会病院,45,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団 札幌朗愛会 札幌朗愛会病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団 札幌朗愛会 札幌朗愛会病院,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
自衛隊札幌病院,349,215,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
自衛隊札幌病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
自衛隊札幌病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人 五輪橋整形外科病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人 五輪橋整形外科病院,131,130,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人　医仁会 中村記念南病院,193,67,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人　医仁会 中村記念南病院,5,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
社会医療法人　医仁会 中村記念南病院,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
晴生会さっぽろ南病院,203,60,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
晴生会さっぽろ南病院,60,20,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,
晴生会さっぽろ南病院,55,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
晴生会さっぽろ南病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
晴生会さっぽろ南病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人為久会 札幌共立五輪橋病院,80,0,0,109,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人為久会 札幌共立五輪橋病院,83,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人為久会 札幌共立五輪橋病院,237,83,0,98,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人為久会 札幌共立五輪橋病院,188,5,0,204,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人為久会 札幌共立五輪橋病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人大地 札幌真駒内病院,459,223,0,83,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人大地 札幌真駒内病院,407,321,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
